payment_id,payment_reference,intent_reference,agency_code,channel,rail,direction,instrument_id,bulk_batch_id,rtp_reference,gross_amount_minor,fee_amount_minor,net_to_agency_minor,unapplied_amount_minor,currency,status,finality,value_date,obligation_discharge_date,cutoff_reason,cutoff_rule_version,received_at,confirmed_at,rail_e2e_id,rail_uetr,switch_stan,switch_rrn,acquirer_id,payer_account_masked,payer_bank_bic,remittance_raw,third_party_payer,settlement_cycle,duplicate_of_payment_reference,in_bank_statement,in_switch_file,in_rail_file
PM-00061,P260001X,IP260001X0,PSCA,WALLET,WALLET,INBOUND,,,,500000,2500,500000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T15:00:00Z,2026-07-30T15:00:00Z,E2EP260001X0060,,,,,PK**************2252,NBPAPKKA,PSID 41011300000506179 TRAFFIC E-CHALLAN - ,,,,Y,N,N
PM-00062,P260001Y,IP260001Y0,ETPB,AGENT,IBFT_1LINK,INBOUND,,,,1860000,0,1860000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T16:07:00Z,2026-07-29T16:07:00Z,E2EP260001Y0061,,376631,26210413124,NBPAACQ,PK**************6056,NBPAPKKA,PSID 31011100001852604 PROFESSIONAL TAX - B,,,,Y,Y,N
PM-00063,P260001Z,IP260001Z0,LHC,API,PRISM_RTGS,INBOUND,,,,25000000,0,25000000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-28,AFTER_CUTOFF,CUTOFF-2026.07,2026-07-28T17:14:00Z,2026-07-28T17:14:00Z,E2EP260001Z0062,,,,,PK**************9501,MUCBPKKA,PSID 61011700000664618 SECURITY DEPOSIT - L,,,,Y,N,N
PM-00064,P2600020,IP26000200,NADRA,APP,RAAST,INBOUND,,,,150000,2500,150000,0,PKR,CONFIRMED,FINAL,2026-07-27,2026-07-27,SAME_DAY,CUTOFF-2026.07,2026-07-27T09:21:00Z,2026-07-27T09:21:00Z,E2EP26000200063,b394af06-74ee-4fe7-828c-fb2122c4d2da,,,,PK**************4986,HABBPKKA,PSID 88000000000047 CNIC ISSUANCE / RENE,,RAAST-2026-07-27-C3,,Y,N,Y
PM-00065,P2600021,IP26000210,PRA,QR,RAAST,INBOUND,,,,20000000,0,20000000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T10:28:00Z,2026-07-30T10:28:00Z,E2EP26000210064,cc733b4e-8db1-491b-83be-1b430a504966,,,,PK**************9798,MEZNPKKA,PSID 21010700000694183 PUNJAB SALES TAX ON ,,RAAST-2026-07-30-C3,,Y,N,Y
PM-00066,P2600022,IP26000220,ETPB,BILLER,IBFT_1LINK,INBOUND,,,,2170000,0,2170000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T11:35:00Z,2026-07-29T11:35:00Z,E2EP26000220065,,249924,26210973065,JSBLACQ,PK**************1855,JSBLPKKA,PSID 31011100001939024 PROFESSIONAL TAX - B,,,,Y,Y,N
PM-00067,P2600023,IP26000230,ETPB,ATM,IBFT_1LINK,INBOUND,,,,11400000,2500,11400000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T12:42:00Z,2026-07-28T12:42:00Z,E2EP26000230066,,282253,26209844364,HABBACQ,PK**************2526,HABBPKKA,PSID 31011000003167555 MOTOR VEHICLE REGIST,,,,Y,Y,N
PM-00068,P2600024,IP26000240,BOR,IBANKING,RAAST,INBOUND,,,,75000000,0,75000000,0,PKR,CONFIRMED,FINAL,2026-07-27,2026-07-27,SAME_DAY,CUTOFF-2026.07,2026-07-27T13:49:00Z,2026-07-27T13:49:00Z,E2EP26000240067,7aec22f1-67b3-4949-8488-6ec5a7fe219f,,,,PK**************8397,HABBPKKA,PSID 71011900000819928 TENDER / EARNEST MON,,RAAST-2026-07-27-C4,,Y,N,Y
PM-00069,P2600025,IP26000250,FBR,CARD,PAYPAK,INBOUND,,,,28123200,0,28123200,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T14:56:00Z,2026-07-30T14:56:00Z,E2EP26000250068,,164033,26211491067,MUCBACQ,PK**************2160,MUCBPKKA,PSID 12010400001909944 SALES TAX ON GOODS -,,,,Y,Y,N
PM-00070,P2600026,IP26000260,PSCA,WALLET,WALLET,INBOUND,,,,450000,2500,450000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T15:03:00Z,2026-07-29T15:03:00Z,E2EP26000260069,,,,,PK**************3559,FAYSPKKA,PSID 41011400001215669 TRAFFIC E-CHALLAN - ,,,,Y,N,N
PM-00071,P2600027,IP26000270,FBR,AGENT,IBFT_1LINK,INBOUND,,,,107650000,0,107650000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T16:10:00Z,2026-07-28T16:10:00Z,E2EP26000270070,,472062,26209831712,MUCBACQ,PK**************7008,MUCBPKKA,PSID 12010500003105952 CUSTOMS DUTY & TAXES,,,,Y,Y,N
PM-00072,P2600028,IP26000280,NADRA,API,PRISM_RTGS,INBOUND,,,,150000,2500,150000,0,PKR,CONFIRMED,FINAL,2026-07-27,2026-07-27,SAME_DAY,CUTOFF-2026.07,2026-07-27T17:17:00Z,2026-07-27T17:17:00Z,E2EP26000280071,,,,,PK**************5719,ALFHPKKA,PSID 88000000000039 CNIC ISSUANCE / RENE,,,,Y,N,N
PM-00073,P2600029,IP26000290,FBR,APP,RAAST,INBOUND,,,,83655000,0,83655000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T09:24:00Z,2026-07-30T09:24:00Z,E2EP26000290072,d527c610-f323-4c73-82cc-1ba12aafb7d8,,,,PK**************2898,ALFHPKKA,PSID 12010100001105118 INCOME TAX - COMPANI,,RAAST-2026-07-30-C3,,Y,N,Y
PM-00074,P260002A,IP260002A0,LHC,QR,RAAST,INBOUND,,,,2000000,2500,2000000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T10:31:00Z,2026-07-29T10:31:00Z,E2EP260002A0073,5701b8f0-9cc2-4044-8ba5-37799336a6d7,,,,PK**************5175,FAYSPKKA,PSID 61011600000273146 COURT FEE - CIVIL FI,,RAAST-2026-07-29-C3,,Y,N,Y
PM-00075,P260002B,IP260002B0,ETPB,BILLER,IBFT_1LINK,INBOUND,,,,2790000,0,2790000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T11:38:00Z,2026-07-28T11:38:00Z,E2EP260002B0074,,466868,26209960669,HABBACQ,PK**************8985,HABBPKKA,PSID 31011100002132201 PROFESSIONAL TAX - B,,,,Y,Y,N
PM-00076,P260002C,IP260002C0,FBR,ATM,IBFT_1LINK,INBOUND,,,,79788500,0,79788500,0,PKR,CONFIRMED,FINAL,2026-07-27,2026-07-27,SAME_DAY,CUTOFF-2026.07,2026-07-27T12:45:00Z,2026-07-27T12:45:00Z,E2EP260002C0075,,747191,26208584948,FAYSACQ,PK**************8766,FAYSPKKA,PSID 12010100001067875 INCOME TAX - COMPANI,,,,Y,Y,N
PM-00077,P260002D,IP260002D0,FBR,IBANKING,RAAST,INBOUND,,,,34776000,0,34776000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T13:52:00Z,2026-07-30T13:52:00Z,E2EP260002D0076,1a412def-0fa2-4d3c-861c-113fd12920ba,,,,PK**************7859,UNILPKKA,PSID 12010400002186397 SALES TAX ON GOODS -,,RAAST-2026-07-30-C4,,Y,N,Y
PM-00078,P260002E,IP260002E0,PSCA,CARD,PAYPAK,INBOUND,,,,200000,2500,200000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T14:59:00Z,2026-07-29T14:59:00Z,E2EP260002E0077,,349072,26210242649,EASYACQ,PK**************9655,EASYPKKA,PSID 41011300001105173 TRAFFIC E-CHALLAN - ,,,,Y,Y,N
PM-00079,P260002F,IP260002F0,PRA,WALLET,WALLET,INBOUND,,,,11600000,0,11600000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T15:06:00Z,2026-07-28T15:06:00Z,E2EP260002F0078,,,,,PK**************4205,JSBLPKKA,PSID 21010700000247946 PUNJAB SALES TAX ON ,,,,Y,N,N
PM-00080,P260002G,IP260002G0,BOR,AGENT,IBFT_1LINK,INBOUND,,,,24640000,2500,24640000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-27,AFTER_CUTOFF,CUTOFF-2026.07,2026-07-27T16:13:00Z,2026-07-27T16:13:00Z,E2EP260002G0079,,133873,26209433888,UNILACQ,PK**************4178,UNILPKKA,PSID 71011800000407636 STAMP DUTY - PROPERT,,,,Y,Y,N
PM-00081,P260002H,IP260002H0,ETPB,RTP,RAAST,INBOUND,,,R260001,1150000,0,1150000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T11:09:00Z,2026-07-29T11:09:00Z,R260001,19f6f4e1-f90d-45e1-8113-2cb61c8c45a9,,,,PK**************3206,ALFHPKKA,RAAST RTP R260001 PSID 31010900000925960,,RAAST-2026-07-29-C3,,Y,N,Y
PM-00082,P260002J,IP260002J0,ETPB,RTP,RAAST,INBOUND,,,R260002,1250000,0,1250000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T12:18:00Z,2026-07-28T12:18:00Z,R260002,b728f0ca-0f12-489b-8f90-1cad5b1951e1,,,,PK**************8056,FAYSPKKA,RAAST RTP R260002 PSID 31010900001030807,,RAAST-2026-07-28-C4,,Y,N,Y
PM-00083,P260002K,IP260002K0,ETPB,RTP,RAAST,INBOUND,,,R260003,1575000,0,1575000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T13:27:00Z,2026-07-30T13:27:00Z,R260003,0d33f8f1-8bb2-4167-82d4-1ff61a04433f,,,,PK**************2242,ALFHPKKA,RAAST RTP R260003 PSID 31010900001168656,,RAAST-2026-07-30-C4,,Y,N,Y
PM-00084,P260002M,IP260002M0,ETPB,RTP,RAAST,INBOUND,,,R260004,1900000,0,1900000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T14:36:00Z,2026-07-29T14:36:00Z,R260004,712d5d90-1e6f-4e7d-8de4-cca7d5166b35,,,,PK**************3206,HABBPKKA,RAAST RTP R260004 PSID 31010900001239495,,RAAST-2026-07-29-C4,,Y,N,Y
PM-00085,P260002N,IP260002N0,WASA,OTC_CASH,CASH,INBOUND,,,,221000,0,221000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T10:00:00Z,2026-07-30T10:00:00Z,E2EP260002N0084,,,,,PK**************7002,MUCBPKKA,CASH OTC 5101150000048,,,,Y,N,N
PM-00086,P260002P,IP260002P0,WASA,OTC_CASH,CASH,INBOUND,,,,206000,0,206000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T11:11:00Z,2026-07-29T11:11:00Z,E2EP260002P0085,,,,,PK**************3103,EASYPKKA,CASH OTC 5101150000057,,,,Y,N,N
PM-00087,P260002Q,IP260002Q0,WASA,OTC_CASH,CASH,INBOUND,,,,191000,0,191000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T12:22:00Z,2026-07-28T12:22:00Z,E2EP260002Q0086,,,,,PK**************6608,HABBPKKA,CASH OTC 5101150000061,,,,Y,N,N
PM-00088,P260002R,IP260002R0,WASA,OTC_CASH,CASH,INBOUND,,,,235000,0,235000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T13:33:00Z,2026-07-30T13:33:00Z,E2EP260002R0087,,,,,PK**************9459,ALFHPKKA,CASH OTC 5101150000073,,,,Y,N,N
PM-00089,P260002S,IP260002S0,WASA,OTC_CASH,CASH,INBOUND,,,,220000,0,220000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T14:44:00Z,2026-07-29T14:44:00Z,E2EP260002S0088,,,,,PK**************7887,JSBLPKKA,CASH OTC 5101150000085,,,,Y,N,N
PM-00090,P260002T,IP260002T0,WASA,OTC_CASH,CASH,INBOUND,,,,205000,0,205000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T15:55:00Z,2026-07-28T15:55:00Z,E2EP260002T0089,,,,,PK**************8458,FAYSPKKA,CASH OTC 5101150000099,,,,Y,N,N
PM-00091,P260002V,IP260002V0,WASA,OTC_CASH,CASH,INBOUND,,,,249000,0,249000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T10:06:00Z,2026-07-30T10:06:00Z,E2EP260002V0090,,,,,PK**************7238,FAYSPKKA,CASH OTC 5101150000103,,,,Y,N,N
PM-00092,P260002W,IP260002W0,WASA,OTC_CASH,CASH,INBOUND,,,,234000,0,234000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T11:17:00Z,2026-07-29T11:17:00Z,E2EP260002W0091,,,,,PK**************4023,MEZNPKKA,CASH OTC 5101150000116,,,,Y,N,N
PM-00093,P260002X,IP260002X0,WASA,OTC_CASH,CASH,INBOUND,,,,219000,0,219000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T12:28:00Z,2026-07-28T12:28:00Z,E2EP260002X0092,,,,,PK**************9744,MEZNPKKA,CASH OTC 5101150000127,,,,Y,N,N
PM-00094,P260002Y,IP260002Y0,WASA,OTC_CASH,CASH,INBOUND,,,,263000,0,263000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T13:39:00Z,2026-07-30T13:39:00Z,E2EP260002Y0093,,,,,PK**************3802,JSBLPKKA,CASH OTC 5101150000134,,,,Y,N,N
PM-00095,P260002Z,IP260002Z0,FBR,IBANKING,RAAST,INBOUND,,,,20235800,0,20235800,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T12:00:00Z,2026-07-30T12:00:00Z,E2EP260002Z0094,56258e90-c4d9-47a5-89c3-fbd3ffe918b7,,,,PK**************6689,MEZNPKKA,PART PAYMENT PSID 12010100000485997,,RAAST-2026-07-30-C4,,Y,N,Y
PM-00096,P2600030,IP26000300,FBR,IBANKING,RAAST,INBOUND,,,,27378000,0,27378000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T12:13:00Z,2026-07-29T12:13:00Z,E2EP26000300095,444f6efc-ee2e-465b-874c-cc97e2f04bc5,,,,PK**************7827,ALFHPKKA,PART PAYMENT PSID 12010100000587511,,RAAST-2026-07-29-C4,,Y,N,Y
PM-00097,P2600031,IP26000310,FBR,IBANKING,RAAST,INBOUND,,,,35743500,0,35743500,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T12:26:00Z,2026-07-28T12:26:00Z,E2EP26000310096,93bf4aa6-eae7-4d10-837b-839ce920a146,,,,PK**************8628,SCBLPKKX,PART PAYMENT PSID 12010100000683459,,RAAST-2026-07-28-C4,,Y,N,Y
PM-00098,P2600032,IP26000320,FBR,IBANKING,RAAST,INBOUND,,,,45632300,0,45632300,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T12:39:00Z,2026-07-30T12:39:00Z,E2EP26000320097,9a050537-0e55-4183-86ea-3656c975bd23,,,,PK**************1711,HABBPKKA,PART PAYMENT PSID 12010100000733644,,RAAST-2026-07-30-C4,,Y,N,Y
PM-00099,P2600033,IP26000330,FBR,IBANKING,RAAST,INBOUND,,,,27682200,0,27682200,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T12:52:00Z,2026-07-29T12:52:00Z,E2EP26000330098,f19e7a16-e1f2-4546-8b56-97fa80ec5563,,,,PK**************9459,UNILPKKA,PART PAYMENT PSID 12010100000831173,,RAAST-2026-07-29-C4,,Y,N,Y
PM-00100,P2600034,IP26000340,FBR,IBANKING,RAAST,INBOUND,,,,37011000,0,37011000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T12:05:00Z,2026-07-28T12:05:00Z,E2EP26000340099,8024f355-821f-43d9-8d72-be947b6f5b59,,,,PK**************4413,NBPAPKKA,PART PAYMENT PSID 12010100000966361,,RAAST-2026-07-28-C4,,Y,N,Y
PM-00101,P2600035,IP26000350,WASA,APP,RAAST,INBOUND,,,,414700,0,414700,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T15:05:00Z,2026-07-29T15:05:00Z,E2EP26000350100,766a57b4-cf77-4bb2-82a3-7c528f2fa13c,,,,PK**************3203,SCBLPKKX,WASA ARREARS 5101150000012,,RAAST-2026-07-29-C4,,Y,N,Y
PM-00102,P2600036,IP26000360,PSCA,QR,RAAST,INBOUND,,,,800000,2500,800000,0,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T14:32:00Z,2026-07-30T14:32:00Z,E2EP26000360101,aba3d984-043f-477b-8b07-5ee5571486b1,,,,PK**************6111,EASYPKKA,QR CHALLAN 41011300001764709 41011400001867008,,RAAST-2026-07-30-C4,,Y,N,Y
PM-00103,P2600037,IP26000370,PSCA,ATM,IBFT_1LINK,INBOUND,,,,150000,2500,150000,0,PKR,CONFIRMED,FINAL,2026-07-27,2026-07-27,SAME_DAY,CUTOFF-2026.07,2026-07-27T12:12:00Z,2026-07-27T12:12:00Z,E2EP26000370102,,572268,26208950694,HABBACQ,PK**************6263,HABBPKKA,CHALLAN 41011400001606295,,,,Y,Y,N
PM-00104,P2600038,IP26000380,ETPB,APP,RAAST,INBOUND,,,,2810000,0,2810000,500000,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T11:40:00Z,2026-07-29T11:40:00Z,E2EP26000380103,11b8da89-a544-4c03-8653-4cfd6d7a1cea,,,,PK**************1961,UNILPKKA,OVERPAY PSID 31011200002288756,,RAAST-2026-07-29-C3,,Y,N,Y
PM-00105,P2600039,IP26000390,ETPB,APP,RAAST,INBOUND,,,,3640000,0,3640000,750000,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T11:41:00Z,2026-07-29T11:41:00Z,E2EP26000390104,484605f4-b2aa-4e84-89f8-cbfa4581b391,,,,PK**************7671,NBPAPKKA,OVERPAY PSID 31011200002317567,,RAAST-2026-07-29-C3,,Y,N,Y
PM-00106,P260003A,IP260003A0,ETPB,ATM,IBFT_1LINK,INBOUND,,,,1355000,2500,1355000,30000,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T13:09:00Z,2026-07-30T13:09:00Z,E2EP260003A0105,,846924,26211109371,HABBACQ,PK**************6733,HABBPKKA,TOKEN TAX 31010900000272949,,,,Y,Y,N
PM-00107,P260003B,IP260003B0,FBR,API,PRISM_RTGS,INBOUND,,BULK-2026-07-29-0001,,37110000,0,37110000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T16:45:00Z,2026-07-29T16:45:00Z,E2EP260003B0106,,,,,PK**************5359,SCBLPKKX,BULK WHT FILE BULK-2026-07-29-0001 12 CHALLANS,,,,Y,N,N
PM-00108,P260003C,IP260003C0,FBR,CHEQUE,CHEQUE_CLEARING,INBOUND,IN-0001,,,121419500,0,121419500,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T10:05:00Z,2026-07-28T10:05:00Z,E2EP260003C0107,,,,,PK**************8306,ALFHPKKA,CHEQUE 004821 Habib Bank Limited 3 CHALLANS,,,,Y,N,N
PM-00109,P260003D,IP260003D0,FBR,CHEQUE,CHEQUE_CLEARING,INBOUND,IN-0002,,,63200000,0,63200000,0,PKR,CONFIRMED,FINAL,2026-07-28,2026-07-28,SAME_DAY,CUTOFF-2026.07,2026-07-28T11:20:00Z,2026-07-28T11:20:00Z,E2EP260003D0108,,,,,PK**************1954,ALFHPKKA,PAY ORDER PO-778120 CUSTOMS DUTY,,,,Y,N,N
PM-00110,P260003E,IP260003E0,BOR,CHEQUE,CHEQUE_CLEARING,INBOUND,IN-0003,,,50000000,0,50000000,0,PKR,CONFIRMED,FINAL,2026-07-29,2026-07-29,SAME_DAY,CUTOFF-2026.07,2026-07-29T12:00:00Z,2026-07-29T12:00:00Z,E2EP260003E0109,,,,,PK**************5533,FAYSPKKA,DD-991204 TENDER SECURITY BOR-T-2026-77,,,,Y,N,N
PM-00111,P260003F,IP260003F0,FBR,CHEQUE,CHEQUE_CLEARING,INBOUND,IN-0004,,,64411200,0,64411200,0,PKR,REVERSED,PROVISIONAL,2026-07-27,2026-07-27,SAME_DAY,CUTOFF-2026.07,2026-07-27T10:45:00Z,2026-07-27T10:45:00Z,E2EP260003F0110,,,,,PK**************6417,FAYSPKKA,CHEQUE 004822 SALES TAX 3 RETURNS,,,,N,N,N
PM-00112,P260003G,IP260003G0,,API,PRISM_RTGS,INBOUND,,,,4750000,0,4750000,4750000,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T11:03:00Z,2026-07-30T11:03:00Z,E2EP260003G0111,,,,,PK**************2062,MUCBPKKA,TOKEN TAX LEA 17 1000 PAYMENT AHMED,,,,Y,N,N
PM-00113,P260003H,IP260003H0,,API,PRISM_RTGS,INBOUND,,,,12500000,0,12500000,12500000,PKR,CONFIRMED,FINAL,2026-07-16,2026-07-16,SAME_DAY,CUTOFF-2026.07,2026-07-16T09:51:00Z,2026-07-16T09:51:00Z,E2EP260003H0112,,,,,PK**************7314,FAYSPKKA,TAX PAYMENT AHMED,,,,Y,N,N
PM-00114,P260003J,IP260003J0,NADRA,BILLER,IBFT_1LINK,INBOUND,,,,150000,0,150000,0,PKR,UNCERTAIN,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T17:58:00Z,,E2EP260003J0113,,150265,26211445200,UNILACQ,PK**************1974,UNILPKKA,BILLER TIMEOUT 88000000000013,,,,N,Y,N
PM-00115,P260003K,IP260003K0,SRB,APP,RAAST,INBOUND,,,,19200000,0,19200000,19200000,PKR,CONFIRMED,FINAL,2026-07-30,2026-07-30,SAME_DAY,CUTOFF-2026.07,2026-07-30T14:41:00Z,2026-07-30T14:41:00Z,E2EP260003K0114,ec2dee3f-bf53-402e-8bea-a83e6e07e407,,,,PK**************7932,HABBPKKA,PSID 22010800000305128 SINDH SALES TAX ON S,,RAAST-2026-07-30-C4,P260000A,Y,N,Y
